"Data Source";"World Development Indicators";

"Last Updated Date";"2017-04-27";

"Country Name";"Country Code";"Indicator Name";"Indicator Code";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";
"Antigua and Barbuda";"ATG";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"99,9994354248047";"99,995231628418";"99,9812316894531";"99,954231262207";"99,9218139648438";"99,8996887207031";"99,8996047973633";"99,8996047973633";"99,9211044311523";"99,9527282714844";"99,9798583984375";"99,9946365356445";"99,9993362426758";"100";"";"";
"Australia";"AUS";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Austria";"AUT";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Azerbaijan";"AZE";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"90,2426147460938";"90,8518218994141";"91,4604949951172";"92,0659637451172";"92,6650238037109";"93,2544631958008";"93,8310928344727";"94,3916931152344";"94,9330673217773";"95,4535522460938";"95,9576721191406";"96,4514923095703";"96,9410705566406";"97,432487487793";"97,9318084716797";"98,4579315185547";"99";"99,4375381469727";"99,7712249755859";"99,9405517578125";"99,9927520751953";"100";"100";"100";"100";"";"";
"Burundi";"BDI";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,117664933204651";"0,228352606296539";"0,339909791946411";"0,446925103664398";"0,554260015487671";"0,641565024852753";"0,712845981121063";"0,9";"0,796062171459198";"0,810859143733978";"0,815355896949768";"0,815618991851807";"0,817715108394623";"0,827710926532745";"0,851673007011414";"0,895668029785156";"0,964130461215973";"1,2";"1,16443955898285";"1";"1,42440497875214";"1,2";"1,71419835090637";"2";"";"";
"Belgium";"BEL";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Benin";"BEN";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,0127630243077874";"0,042160589247942";"0,173141598701477";"0,508776783943176";"1,0072762966156";"2";"2,60649943351746";"3,37887048721313";"4,13035297393799";"4,86546850204468";"5,5";"6,31086540222168";"7,03328037261963";"7,76359462738037";"8,50787544250488";"8,5";"10,0609703063965";"10,8721218109131";"11,7019166946411";"13,9";"12,4";"14,5";"15,1329498291016";"16,0006504058838";"";"";
"Burkina Faso";"BFA";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,0119190579280257";"0,0258814543485641";"0,6";"0,162189066410065";"0,287333250045776";"0,422035902738571";"0,561182379722595";"0,669785439968109";"0,2";"0,82884806394577";"0,889895617961884";"0,94670957326889";"0,8";"1,07190322875977";"1,15241611003876";"1,25296199321747";"1,37797522544861";"1,52535915374756";"1,69138610363007";"1,4";"2,064453125";"2,26403617858887";"2,46734809875488";"3";"";"";
"Bangladesh";"BGD";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,75482523441315";"4,04444599151611";"6,33086204528809";"10,4";"10,8812608718872";"13,1388330459595";"15,1";"17,6027030944824";"19,8041343688965";"20,5";"24,1639633178711";"26,334493637085";"28,5068588256836";"30,4";"31,19";"35,0956153869629";"36,6";"39,5954475402832";"41,8751907348633";"42,49";"49,3";"48,788990020752";"54,2";"51,4";"";"";
"Bulgaria";"BGR";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Bahrain";"BHR";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Bahamas; The";"BHS";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"99,8367691040039";"99,8944778442383";"99,9441070556641";"99,97802734375";"99,9944686889648";"99,9993438720703";"100";"100";"100";"99,9993057250977";"99,994255065918";"99,9777526855469";"99,9454193115234";"99,9023895263672";"99,8613739013672";"99,8354187011719";"99,8332214355469";"99,8332214355469";"99,8564758300781";"99,8980178833008";"99,9432754516602";"99,9772796630859";"99,9942779541016";"99,9993286132813";"100";"";"";
"Bosnia and Herzegovina";"BIH";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"91,3944854736328";"91,9686431884766";"92,5422668457031";"93,1126861572266";"93,6766967773438";"94,2310943603516";"94,7726669311523";"95,2982177734375";"95,8045425415039";"96,2899780273438";"96,7590408325195";"97,2178115844727";"97,7";"98,134635925293";"98,6019897460938";"99,0672760009766";"99,4866333007813";"99,7900390625";"99,9451217651367";"99,9932708740234";"100";"100";"100";"100";"100";"";"";
"Belarus";"BLR";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Belize";"BLZ";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"71,4884414672852";"72,1199417114258";"72,7509155273438";"73,3786773681641";"74,0000305175781";"74,6117706298828";"75,2106857299805";"75,793586730957";"76,3572540283203";"76,900032043457";"77,4264373779297";"77,9425506591797";"78,4544296264648";"78,9681396484375";"79,4897537231445";"80,0253295898438";"80,580940246582";"81,161018371582";"81,7634658813477";"82,3845520019531";"83,0399206545996";"83,6677474975586";"84,322395324707";"84,9807739257813";"85,6397705078125";"";"";
"Bermuda";"BMU";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Bolivia";"BOL";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,550463080406189";"3,52201843261719";"6,49303960800171";"9,46085548400879";"26,5";"15,3740549087524";"18,3130283355713";"24,548142";"29";"25,682709";"24,932479";"28,396318";"22,961077";"35,7";"41,3125190734863";"28,89604";"44,017947";"46,562379";"56,135089";"63,500866";"58,8836479187012";"66,622957";"72,458314";"69,338595";"71,474067";"";"";
"Brazil";"BRA";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"55,415374";"56,6665153503418";"54,332727";"57,204498";"62,6630706787109";"62,915861";"66,942201";"68,817801";"72,778247";"75,436121";"74,3224334716797";"77,62953";"80,181746";"81,921384";"81,507163";"83,469462";"86,071277";"89,070615";"91,398435";"93,332725";"93,6381225585938";"95,784948";"97,022847";"97,294009";"97,839087";"";"";
"Barbados";"BRB";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Brunei Darussalam";"BRN";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Bhutan";"BTN";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,0139247821643949";"0,120617464184761";"0,761196613311768";"2,66643047332764";"5,58240127563477";"10,8843879699707";"16,1654872894287";"21,4302177429199";"26,6846485137939";"31,9348468780518";"37,1868782043457";"42,4468078613281";"43,6779645574234";"53,0146331787109";"60,3";"63,6737976074219";"69,0332107543945";"74,4075317382813";"79,7930450439453";"87,3";"90,5827026367188";"95,9800186157227";"";"";
"Botswana";"BWA";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"1,99570119380951";"3,65251755714417";"5,30292415618896";"6,94371652603149";"8,57168960571289";"10,1836385726929";"11,7763595581055";"13,3481912612915";"14,9036560058594";"8,1";"17,9897518157959";"19,5325164794922";"21,0831813812256";"22,6478118896484";"24,2324752807617";"25,8416042327881";"42,9";"29,1232509613037";"30,78830909729";"23,87";"34,1482543945313";"35,8356819152832";"37,5237312316895";"";"";
"Central African Republic";"CAF";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,0115358950570226";"0,0234987176954746";"0,0655189380049706";"0,3";"0,285121291875839";"0,431275367736816";"0,584531128406525";"0,704226970672607";"0,7";"0,900584399700165";"0,989379405975342";"1,0800074338913";"1,17853510379791";"1,29102909564972";"1,42355597019196";"1,58055019378662";"1,75991523265839";"1,95792305469513";"1,7";"2,39495229721069";"2,62651634216309";"2,86180925369263";"3,09772372245789";"";"";
"Canada";"CAN";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Central Europe and the Baltics";"CEB";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Switzerland";"CHE";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Channel Islands";"CHI";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Chile";"CHL";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"62,892651";"69,1704788208008";"70,328551";"72,374885559082";"73,9690704345703";"75,5536499023438";"74,767206";"78,6811370849609";"82,314483";"81,7332611083984";"86,572004";"84,7214584350586";"86,2061767578125";"92,810743";"89,1871719360352";"90,6955871582031";"96,410445";"93,7769470214844";"95,3522338867188";"97,80333";"98,2997360229492";"97,781241";"99,8168182373047";"98";"100";"";"";
"China";"CHN";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"86,5070037841797";"87,1320877075195";"87,7566452026367";"88,3779907226563";"88,9929351806641";"89,598258972168";"90,1907653808594";"90,7672424316406";"91,3244934082031";"91,8608627319336";"92,380859375";"92,8905563354492";"93,3960189819336";"93,9033203125";"94,4185180664063";"94,9476776123047";"95,4968719482422";"96,0705337524414";"96,6665725708008";"97,28125";"98";"98,5493316650391";"99,1397247314453";"99,6241149902344";"100";"";"";
"Cote d'Ivoire";"CIV";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13,5728197097778";"14,5718545913696";"15,5703554153442";"16,5656509399414";"13,7";"18,5338096618652";"19,5002632141113";"20,4506931304932";"21,381893157959";"22,5";"23,186149597168";"24,0697956085205";"24,9492053985596";"25,8304500579834";"26,7195949554443";"37";"28,5458469390869";"29,4934577941895";"30,4634399414063";"31,4520626068115";"32,4556007385254";"33,4703254699707";"29";"35,5184135437012";"36,5449447631836";"";"";
"Cameroon";"CMR";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13,3067674636841";"8,7";"14,1284418106079";"14,5358076095581";"14,9367637634277";"15,3281049728394";"15,7066268920898";"16,0691261291504";"22";"16,7347774505615";"21";"18,51273";"17,6279850006104";"17,9212989807129";"15,5";"18,537691116333";"14";"23,4";"19,6146335601807";"20,0153274536133";"20,4309349060059";"18,5";"21,2919769287109";"21,7299556732178";"22,1685562133789";"";"";
"Congo; Dem, Rep,";"COD";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,09710121154785";"1,136305809021";"1,17497622966766";"1,21044194698334";"1,23949801921844";"1,25893974304199";"1,2655622959137";"1,25616073608398";"1,22753059864044";"1,17801201343536";"1";"1,03594088554382";"0,955521523952484";"0,876935184001923";"0,806248545646667";"0,749528169631958";"0,712840735912323";"1,1";"0,710771322250366";"0,739564895629883";"0,783272385597229";"0,83816534280777";"1";"0,96659380197525";"0,4";"";"";
"Congo; Rep,";"COG";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"18,8617782592773";"18,5509586334229";"18,2396068572998";"17,925048828125";"17,6040802001953";"17,2734985351563";"16,9300975799561";"16,5706729888916";"16,1920185089111";"15,7924766540527";"15,3765678405762";"14,9503583908081";"14,5199155807495";"14,0913057327271";"13,6705961227417";"14,8";"12,8771409988403";"12,5148973464966";"12,1750249862671";"9,4";"11,5474786758423";"11,252347946167";"11,7";"10,6807298660278";"10,3974056243896";"";"";
"Colombia";"COL";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"71";"73,2198486328125";"74,0326461791992";"74,8422393798828";"75,6454238891602";"73,6";"77,2197418212891";"77,9844665527344";"78,7299652099609";"79,4545745849609";"83,8";"80,8607635498047";"81,5544738769531";"82,2500152587891";"82,9534530639648";"89,2";"84,4083023071289";"85,1702117919922";"87,470664";"84,540784";"86,84958";"86,35929";"87,858058";"90,52792";"90,499782";"";"";
"Comoros";"COM";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,43771362304688";"6,04440021514893";"8,65055274963379";"11,2534999847412";"13,8500385284424";"16,4369621276855";"19,6";"21,5691471099854";"24,1079998016357";"26,6259632110596";"29,1275596618652";"31,6188545227051";"32,5";"36,5948143005371";"39,091609954834";"41,6023712158203";"44,1331634521484";"46,6884269714355";"49,2660598754883";"51,8623352050781";"54,4735260009766";"57,0959014892578";"61,4";"62,3592910766602";"64,9934768676758";"";"";
"Cabo Verde";"CPV";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,0360880307853222";"0,253649234771729";"1,07200062274933";"1,67963397502899";"5,58574771881104";"9,47904205322266";"13,35631275177";"17,2143535614014";"21,0515079498291";"24,87229347229";"28,6827793121338";"30,80628";"36,297119140625";"40,1131019592285";"44";"47,7930374145508";"51,6674919128418";"55,5643119812012";"59,4797782897949";"65,8";"67,3517227172852";"71,3007431030273";"75,2534942626953";"79,2068634033203";"";"";
"Costa Rica";"CRI";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"94,8550491333008";"95,0764236450195";"95,2972564697266";"95,514892578125";"95,7261123657227";"95,9277267456055";"96,1165161132813";"96,2892761230469";"96,4428176879883";"96,5754623413086";"96,6917495727539";"95,769373";"96,46564";"96,89876";"97,58591";"97,801975";"97,964446";"98,166312";"98,282766";"98,641978";"97,734454";"97,986184";"98,690151";"98,921142";"98,414246";"";"";
"Caribbean small states";"CSS";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"72,5102691585934";"76,1017451949376";"77,0636221382896";"77,9940223839665";"78,9339664342517";"79,8434137990302";"82,621552502259";"81,6007605433066";"82,4476652829665";"84,6599112808052";"84,9091307273611";"86,6905316469175";"86,8643949017037";"87,2392169822614";"88,0342380710425";"89,1937809289843";"89,6553301704004";"90,491536382045";"89,3023103753019";"91,5303979995795";"93,0686946759444";"93,9429178191162";"94,8186170227546";"95,6307363574405";"96,7003545213409";"";"";
"Cuba";"CUB";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"80,6899490356445";"81,4535751342773";"82,216667175293";"82,9765548706055";"83,7300338745117";"84,4738922119141";"85,2049331665039";"85,9199523925781";"86,6157455444336";"87,2906494140625";"87,9";"88,5974197387695";"89,2414169311523";"89,8872528076172";"90,5409851074219";"91,2086868286133";"91,8964233398438";"92,6086196899414";"93,3431930541992";"94,0964050292969";"94,8645324707031";"95,6438522338867";"96,4306182861328";"97,2211227416992";"98,0122375488281";"";"";
"Curacao";"CUW";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Cayman Islands";"CYM";"Access to electricity; rural (% of rural population)";"EG,ELC,ACCS,RU,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
