# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# TN       = Minimum temperatuur (in 0.1 graden Celsius); 
# TX       = Maximum temperatuur (in 0.1 graden Celsius); 
# 
# STN,YYYYMMDD,   TG,   TN,   TX
# 
  260,20110312,   85,    7,  127
  260,20110313,  106,   91,  131
  260,20110314,  107,   83,  138
  260,20110315,  113,   79,  164
  260,20110316,   72,   47,  119
  260,20110317,   57,   45,   84
  260,20110318,   64,   45,   95
  260,20110319,   41,  -17,  102
  260,20110320,   38,  -28,  118
  260,20110321,   59,  -29,  143
  260,20110322,   78,  -12,  162
  260,20110323,   83,   25,  150
  260,20110324,   90,    0,  166
  260,20110325,   92,   36,  148
  260,20110326,   48,    7,   80
  260,20110327,   62,   -6,  129
  260,20110328,   47,  -19,  102
  260,20110329,   60,  -25,  146
  260,20110330,   90,    3,  154
  260,20110331,  113,   92,  140
  260,20110401,  126,   99,  161
  260,20110402,  153,   90,  232
  260,20110403,  118,   92,  153
  260,20110404,  103,   82,  141
  260,20110405,   99,   70,  119
  260,20110406,  144,  103,  208
  260,20110407,  122,   60,  164
  260,20110408,  100,   35,  163
  260,20110409,  104,   56,  162
  260,20110410,  112,   44,  187
  260,20110411,  128,   45,  220
  260,20110412,   84,   56,  112
  260,20110413,   82,   12,  132
  260,20110414,   85,   14,  126
  260,20110415,  103,   22,  163
  260,20110416,  104,   24,  169
  260,20110417,  125,   76,  179
  260,20110418,  126,   30,  188
  260,20110419,  152,   75,  238
  260,20110420,  155,   56,  246
  260,20110421,  164,   63,  250
  260,20110422,  182,   92,  263
  260,20110423,  189,   99,  263
  260,20110424,  178,   89,  260
  260,20110425,  167,   78,  239
  260,20110426,  142,   71,  212
  260,20110427,  124,   94,  157
  260,20110428,  141,  109,  190
  260,20110429,  168,  101,  229
  260,20110430,  155,   98,  214
  260,20110501,  129,   69,  185
  260,20110502,   98,   53,  148
  260,20110503,   82,   22,  141
  260,20110504,   80,    3,  141
  260,20110505,  106,    0,  184
  260,20110506,  150,   51,  223
  260,20110507,  203,  109,  278
  260,20110508,  213,  158,  269
  260,20110509,  163,  110,  204
  260,20110510,  165,  101,  232
  260,20110511,  150,   90,  209
  260,20110512,  131,   83,  174
  260,20110513,  136,   80,  187
  260,20110514,  120,   74,  155
  260,20110515,  117,   84,  154
  260,20110516,  131,  110,  150
  260,20110517,  140,  107,  168
  260,20110518,  140,  115,  169
  260,20110519,  122,   60,  160
  260,20110520,  132,   40,  212
  260,20110521,  145,   48,  221
  260,20110522,  148,  107,  186
  260,20110523,  160,  103,  214
  260,20110524,  136,   99,  162
  260,20110525,  150,   59,  215
  260,20110526,  147,  116,  179
  260,20110527,  124,   95,  152
  260,20110528,  129,   95,  165
  260,20110529,  159,  125,  217
  260,20110530,  191,   91,  281
  260,20110531,  135,   95,  167
  260,20110601,  135,   49,  200
  260,20110602,  160,   52,  222
  260,20110603,  188,  122,  251
  260,20110604,  210,  138,  277
  260,20110605,  166,  132,  215
  260,20110606,  160,  116,  213
  260,20110607,  153,  114,  195
  260,20110608,  145,  111,  184
  260,20110609,  139,   72,  186
  260,20110610,  130,   57,  198
  260,20110611,  115,   59,  163
  260,20110612,  138,   47,  183
  260,20110613,  163,  137,  196
  260,20110614,  165,  103,  208
  260,20110615,  174,   98,  233
  260,20110616,  150,  126,  177
  260,20110617,  143,  112,  175
  260,20110618,  141,  107,  172
  260,20110619,  136,  118,  166
  260,20110620,  154,  111,  191
  260,20110621,  173,  144,  211
  260,20110622,  158,  146,  176
  260,20110623,  154,  123,  190
  260,20110624,  141,  105,  182
  260,20110625,  142,  117,  167
  260,20110626,  194,  162,  237
  260,20110627,  238,  158,  302
  260,20110628,  249,  192,  322
  260,20110629,  169,  114,  196
  260,20110630,  152,   88,  197
  260,20110701,  144,   95,  184
  260,20110702,  138,   86,  176
  260,20110703,  146,   90,  190
  260,20110704,  155,   98,  205
  260,20110705,  182,   92,  243
  260,20110706,  175,  111,  212
  260,20110707,  176,  118,  221
  260,20110708,  178,  133,  215
  260,20110709,  168,  122,  208
  260,20110710,  165,   97,  225
  260,20110711,  179,   93,  237
  260,20110712,  180,  135,  238
  260,20110713,  134,  127,  141
  260,20110714,  137,  125,  163
  260,20110715,  171,  128,  222
  260,20110716,  163,  129,  211
  260,20110717,  159,  134,  192
  260,20110718,  152,  139,  173
  260,20110719,  166,  116,  208
  260,20110720,  171,  145,  226
  260,20110721,  167,  125,  202
  260,20110722,  152,  126,  186
  260,20110723,  135,  113,  170
  260,20110724,  124,  110,  133
  260,20110725,  150,   71,  197
  260,20110726,  155,  133,  186
  260,20110727,  170,  125,  217
  260,20110728,  188,  150,  243
  260,20110729,  157,  127,  189
  260,20110730,  147,  131,  168
  260,20110731,  142,   80,  181
  260,20110801,  153,   61,  217
  260,20110802,  208,  115,  267
  260,20110803,  197,  141,  234
  260,20110804,  195,  127,  253
  260,20110805,  189,  154,  229
  260,20110806,  185,  143,  246
  260,20110807,  165,  137,  205
  260,20110808,  158,  130,  191
  260,20110809,  147,  118,  173
  260,20110810,  159,   93,  201
  260,20110811,  172,  154,  211
  260,20110812,  176,  134,  211
  260,20110813,  173,  134,  200
  260,20110814,  172,  138,  212
  260,20110815,  160,  116,  211
  260,20110816,  177,  124,  218
  260,20110817,  176,  134,  222
  260,20110818,  164,  136,  194
  260,20110819,  155,   93,  197
  260,20110820,  168,   93,  231
  260,20110821,  197,  121,  274
  260,20110822,  178,  122,  234
  260,20110823,  191,  151,  242
  260,20110824,  183,  147,  209
  260,20110825,  172,  103,  242
  260,20110826,  178,  147,  212
  260,20110827,  145,  116,  183
  260,20110828,  137,  114,  166
  260,20110829,  136,   92,  165
  260,20110830,  128,   82,  181
  260,20110831,  141,   86,  179
  260,20110901,  127,   61,  191
  260,20110902,  169,   74,  251
  260,20110903,  208,  119,  279
  260,20110904,  185,  147,  221
  260,20110905,  153,  122,  190
  260,20110906,  152,  137,  166
  260,20110907,  149,  128,  177
  260,20110908,  145,  125,  166
  260,20110909,  175,  156,  200
  260,20110910,  207,  151,  254
  260,20110911,  172,  148,  201
  260,20110912,  168,  143,  210
  260,20110913,  155,  116,  187
  260,20110914,  143,  113,  179
  260,20110915,  140,   90,  187
  260,20110916,  141,   73,  192
  260,20110917,  151,  120,  173
  260,20110918,  122,   76,  166
  260,20110919,  126,   67,  179
  260,20110920,  158,  114,  187
  260,20110921,  160,  141,  186
  260,20110922,  145,   92,  178
  260,20110923,  133,   78,  185
  260,20110924,  127,   63,  209
  260,20110925,  154,   71,  227
  260,20110926,  166,  115,  231
  260,20110927,  157,  103,  206
  260,20110928,  161,   89,  238
  260,20110929,  178,  123,  252
  260,20110930,  165,  105,  241
  260,20111001,  161,   88,  260
  260,20111002,  156,   77,  256
  260,20111003,  181,   99,  243
  260,20111004,  171,  154,  200
  260,20111005,  172,  157,  183
  260,20111006,  134,   83,  176
  260,20111007,  107,   82,  142
  260,20111008,  100,   72,  135
  260,20111009,  116,   60,  170
  260,20111010,  169,  163,  179
  260,20111011,  156,  133,  173
  260,20111012,  111,   98,  136
  260,20111013,   90,   33,  146
  260,20111014,   76,   19,  146
  260,20111015,   68,    4,  139
  260,20111016,   75,   29,  144
  260,20111017,  112,   46,  161
  260,20111018,  105,   80,  138
  260,20111019,   83,   45,  137
  260,20111020,   70,   25,  108
  260,20111021,   64,   16,  120
  260,20111022,   58,   21,  101
  260,20111023,   82,   34,  137
  260,20111024,   97,   51,  131
  260,20111025,  103,   85,  127
  260,20111026,  104,   76,  137
  260,20111027,  109,   71,  152
  260,20111028,  119,   87,  171
  260,20111029,  123,   73,  170
  260,20111030,  133,  119,  143
  260,20111031,  135,  108,  166
  260,20111101,  127,   91,  170
  260,20111102,  119,   97,  142
  260,20111103,  144,  114,  167
  260,20111104,  147,  124,  183
  260,20111105,  124,   72,  170
  260,20111106,  111,   77,  124
  260,20111107,  100,   90,  106
  260,20111108,   85,   48,  116
  260,20111109,   83,   52,  131
  260,20111110,   55,   27,   74
  260,20111111,   74,   48,  101
  260,20111112,   61,   33,  108
  260,20111113,   36,    6,   78
  260,20111114,   29,  -11,   88
  260,20111115,   10,  -12,   51
  260,20111116,   18,  -15,   77
  260,20111117,   34,   -9,   80
  260,20111118,   68,   24,  100
  260,20111119,   39,   -4,  104
  260,20111120,   19,   -5,   46
  260,20111121,   13,   -2,   32
  260,20111122,   34,   -9,   91
  260,20111123,   79,   48,  116
  260,20111124,   81,   67,  106
  260,20111125,   87,   75,  101
  260,20111126,   87,   47,  111
  260,20111127,   96,   66,  137
  260,20111128,   49,    7,   91
  260,20111129,   75,   49,  100
  260,20111130,   73,   50,  109
  260,20111201,   96,   49,  123
  260,20111202,   65,   47,   98
  260,20111203,   81,   53,  106
  260,20111204,   79,   51,   90
  260,20111205,   54,   35,   76
  260,20111206,   49,   34,   77
  260,20111207,   70,   39,   85
  260,20111208,   76,   41,  107
  260,20111209,   63,   25,   86
  260,20111210,   40,   10,   68
  260,20111211,   39,   15,   62
  260,20111212,   68,   49,   90
  260,20111213,   78,   52,  108
  260,20111214,   51,   35,   66
  260,20111215,   53,   35,   66
  260,20111216,   39,   16,   51
  260,20111217,   44,   11,   77
  260,20111218,   23,    5,   56
  260,20111219,   23,   -1,   51
  260,20111220,   58,    8,   83
  260,20111221,   59,   47,   64
  260,20111222,   92,   62,  102
  260,20111223,   91,   61,  104
  260,20111224,   64,   53,   82
  260,20111225,   92,   69,  106
  260,20111226,  109,  102,  120
  260,20111227,   87,   77,  102
  260,20111228,   68,   57,   78
  260,20111229,   68,   47,   78
  260,20111230,   53,   38,   80
  260,20111231,   77,   37,  107
